3;-121.7292721384519,36.2781292540201,0 -121.7298178803324,36.27778702412932,0 -121.7307115747683,36.27732877402975,0 -121.7305969051426,36.27661355044955,0 -121.7299714877648,36.27603346612054,0 -121.7302478009711,36.27513073685405,0 -121.7303795581789,36.27467633319697,0 -121.731377276378,36.27450341113158,0 -121.7320281845423,36.27402225512073,0
4;-121.7320970530004,36.2740034878074,0 -121.7322243948612,36.27351066726472,0 -121.7328973424658,36.27287470755164,0 -121.7330540895435,36.27229557275441,0 -121.733925263372,36.27152729604567,0 -121.7351723901448,36.27124877357698,0 -121.7363107542874,36.27103466806264,0 -121.7371352552473,36.2711420367851,0 -121.7382272831896,36.27114217751572,0 -121.7388323882092,36.27097378250239,0 -121.738349224966,36.27020006167299,0
5;-121.7383973656079,36.27019909885252,0 -121.7391668633785,36.26936759361544,0 -121.7398242073693,36.268021621686,0 -121.7402992099238,36.26734611309389,0 -121.7413147672509,36.26702503715531,0 -121.7422296869171,36.26647725324612,0 -121.7434168087962,36.26641509859499,0 -121.7438604120214,36.26612098868107,0 -121.7435739092431,36.26557270354546,0 -121.7444852622136,36.26570085749883,0 -121.7450975801794,36.26556121887618,0 -121.7457749553954,36.26529739698739,0
1;-121.7559384648295,36.27541178368082,0 -121.7546959463838,36.274628975386,0 -121.7536828126348,36.27375158660121,0 -121.7520349581377,36.27321696313849,0 -121.7511766188147,36.2724238254614,0 -121.7499667932782,36.27194943117404,0 -121.7499623741894,36.2711173972287,0 -121.7500243345699,36.27045261995777,0 -121.7493517336557,36.26979607265289,0 -121.7483037553586,36.26870133088812,0 -121.7483322502801,36.26797670943328,0 -121.7480885196331,36.26734349540347,0 -121.7478186464858,36.26696133747797,0
2;-121.7477862731616,36.26693011509207,0 -121.7471142306595,36.26737380970859,0 -121.7462865392891,36.26693184882358,0 -121.7457392960029,36.2662721440806,0 -121.7458504310808,36.26581579679362,0 -121.7458427566905,36.26530379791318,0
8;-121.7458294278508,36.26532358590138,0 -121.7448997639312,36.2650832509406,0 -121.744219800786,36.26459570043978,0 -121.7442165701348,36.26422260691703,0 -121.7454322486966,36.2641885627255,0 -121.7455781787682,36.26375195897983,0 -121.7448422357367,36.26299545984255,0 -121.744888158484,36.2624100044395,0 -121.7449473329449,36.2619000308884,0 -121.7448180027483,36.26139638007872,0 -121.7450405757075,36.26077647276509,0 -121.7450406305149,36.260379821615,0 -121.7453055551946,36.25991401553777,0 -121.7452205412381,36.25950007092779,0 -121.7453855469268,36.25880874205978,0
57;-121.7453813327403,36.25878961593136,0 -121.7459756988202,36.25859584585987,0 -121.7462606811864,36.2580975597256,0 -121.7461596351746,36.25750309037866,0 -121.7457106395164,36.25652770128533,0 -121.7454782124167,36.25579652397187,0 -121.7456269736315,36.25549959312596,0 -121.7462528813254,36.25503185759199,0 -121.7472702843421,36.25451295931801,0 -121.7478205853963,36.25430526518864,0 -121.7487744304318,36.25382329241064,0
58;-121.7487228231502,36.25385119026331,0 -121.7491083466964,36.25336535129392,0 -121.7495957223075,36.2527957939325,0 -121.7501344918205,36.25238847533362,0 -121.7505143534845,36.25213891436589,0 -121.7512169985651,36.25201413712094,0 -121.7516646258777,36.25160376206578,0 -121.7520859216233,36.25096035772675,0 -121.7526534610363,36.25048646675671,0 -121.7530148715859,36.25008400369199,0 -121.7532904501206,36.24973411209112,0 -121.7538644484671,36.2493499839952,0 -121.7543591464208,36.24927811647005,0 -121.7550630857065,36.24928043070815,0 -121.7559063544231,36.24943755744451,0
59;-121.7559074411099,36.24942893911307,0 -121.7563129821596,36.24929779272099,0 -121.756669006063,36.24890075142883,0 -121.7568451336639,36.24830039867248,0 -121.7569321353707,36.24766567538924,0 -121.756980517807,36.24703523422012,0 -121.7570883766825,36.24666371327476,0 -121.7574800736566,36.24654021625943,0 -121.758211669176,36.24673211309505,0 -121.7587436537459,36.24694036208533,0 -121.7593466825077,36.24732092403308,0 -121.7601108559737,36.24746973712045,0 -121.7609885019597,36.24748743554969,0 -121.7619844089693,36.24743210186958,0 -121.7628056489133,36.24728230768187,0 -121.7635600834999,36.24743586569907,0 -121.7640664568238,36.24785019261905,0 -121.7648422218268,36.24817736529407,0 -121.7654621068093,36.24835376621105,0 -121.7663207874029,36.24838656078691,0 -121.7668143100175,36.24837538498868,0 -121.7675163641121,36.24873829302815,0 -121.7681344517567,36.24899052930223,0 -121.768788098321,36.24893307743766,0 -121.7694539705936,36.24864262965123,0
60;-121.7694809372639,36.24865133907994,0 -121.7698427451272,36.24829568944133,0 -121.7704654798489,36.24779822916242,0 -121.7707889056065,36.24753860556731,0 -121.7709863386138,36.24732729846465,0 -121.7717315452715,36.24718771351053,0 -121.7722426578347,36.24711298212171,0 -121.7726744953074,36.24662479837121,0 -121.7732737274302,36.24602114723713,0 -121.773638739838,36.24561637105168,0 -121.7739176751364,36.24491840173378,0 -121.7736022757562,36.24418761011999,0 -121.7734732851409,36.24358459911797,0
